category,difficulty,title,company_tags,accuracy,url
Tree,Medium,Construct Tree from Preorder Traversal,"Amazon, Hike",56.59%,https://www.geeksforgeeks.org/problems/construct-tree-from-preorder-traversal/1
Tree,Medium,Single Valued Subtrees Count,Media.net,58.70%,https://www.geeksforgeeks.org/problems/single-valued-subtree/1
Tree,Medium,Connect Nodes at Same Level,"Flipkart, Accolite, Amazon, +8",71.19%,https://www.geeksforgeeks.org/problems/connect-nodes-at-same-level--170647/1
Tree,Medium,Max GCD of Siblings,Samsung,49.62%,https://www.geeksforgeeks.org/problems/maximum-gcd-of-siblings-of-a-binary-tree/1
Tree,Medium,Extreme Nodes in Alternate Order,Amazon,53.71%,https://www.geeksforgeeks.org/problems/extreme-nodes-in-alternate-order/1
Tree,Medium,Duplicate Subtrees in an N-ary Tree,,77.56%,https://www.geeksforgeeks.org/problems/subtree-in-n-ary-tree--170647/1
Tree,Medium,Size of a Complete Binary Tree,,71.60%,https://www.geeksforgeeks.org/problems/count-number-of-nodes-in-a-binary-tree/1
Tree,Medium,Reverse Alternate Levels of Binary Tree,"Amazon, Hike",43.23%,https://www.geeksforgeeks.org/problems/reverse-alternate-levels-of-a-perfect-binary-tree/1
Tree,Medium,Max Alternating Sum Path to a Leaf,,64.05%,https://www.geeksforgeeks.org/problems/best-node--170647/1
Tree,Medium,Print Nodes having K leaves,Amazon,36.21%,https://www.geeksforgeeks.org/problems/print-nodes-having-k-leaves/1
Tree,Medium,Cousins of a Node,Microsoft,49.75%,https://www.geeksforgeeks.org/problems/cousins-of-a-given-node/1
Tree,Medium,Count Full Binary Trees,,53.61%,https://www.geeksforgeeks.org/problems/count-the-number-of-full-binary-trees2525/1
Tree,Medium,Construct Tree from Preorder & Postorder,,76.66%,https://www.geeksforgeeks.org/problems/construct-tree-from-preorder-postorder/1
Tree,Medium,Root to Leaf Paths and Lenghts,,50.69%,https://www.geeksforgeeks.org/problems/number-of-root-to-leaf-paths/1
Tree,Medium,Construct Expression Tree,,60.64%,https://www.geeksforgeeks.org/problems/construct-an-expression-tree/1
Tree,Medium,Tree from Inorder and Level Order,,60.84%,https://www.geeksforgeeks.org/problems/construct-tree-from-inorder-and-levelorder/1
Tree,Medium,Height Using Parent Array,,64.29%,https://www.geeksforgeeks.org/problems/height-using-parent-array4103/1
Tree,Medium,Mirror of Node,,31.06%,https://www.geeksforgeeks.org/problems/mirror-of-a-given-node/1
Tree,Medium,Party in Town,,66.03%,https://www.geeksforgeeks.org/problems/party-in-town3951/1
Tree,Medium,Minimum Edge Deletions to Make a Star Tree,,41.71%,https://www.geeksforgeeks.org/problems/tree-transformation--170645/1
Tree,Medium,Node in subtree or not,,59.28%,https://www.geeksforgeeks.org/problems/find-alice/1
Tree,Hard,Max Path Sum Between Two Leaves,"Accolite, Amazon, Directi, +4",18.39%,https://www.geeksforgeeks.org/problems/maximum-path-sum/1
Tree,Hard,Binary Tree to DLL,"Accolite, Amazon, Goldman Sachs, +4",53.36%,https://www.geeksforgeeks.org/problems/binary-tree-to-dll/1
Tree,Hard,Burning Tree,"Adobe, Amazon, Flipkart, +2",53.53%,https://www.geeksforgeeks.org/problems/burning-tree/1
Tree,Hard,Min Distance Between Two in Binary Tree,"Amazon, Linkedin, MakeMyTrip, +3",39.13%,https://www.geeksforgeeks.org/problems/min-distance-between-two-given-nodes-of-a-binary-tree/1
Tree,Hard,Serialize and Deserialize a Binary Tree,"Accolite, Adobe, Amazon, +9",51.67%,https://www.geeksforgeeks.org/problems/serialize-and-deserialize-a-binary-tree/1
Tree,Hard,Nodes at Distance in Binary Tree,"Accolite, Amazon, Flipkart, +6",32.36%,https://www.geeksforgeeks.org/problems/nodes-at-given-distance-in-binary-tree/1
Tree,Hard,Distribute Candies,Microsoft,63.24%,https://www.geeksforgeeks.org/problems/distribute-candies-in-a-binary-tree/1
Tree,Hard,AVL Tree Deletion,"Amazon, MakeMyTrip, Morgan Stanley, +3",47.98%,https://www.geeksforgeeks.org/problems/avl-tree-deletion/1
Tree,Hard,Number of Turns in Binary Tree,"Amazon, Samsung",42.63%,https://www.geeksforgeeks.org/problems/number-of-turns-in-binary-tree/1
Tree,Hard,Possible Paths in a Tree,,71.75%,https://www.geeksforgeeks.org/problems/possible-paths--141628/1
Tree,Hard,Scrambled String,Nutanix,59.40%,https://www.geeksforgeeks.org/problems/scrambled-string/1
Tree,Hard,Check Tree Traversal,,38.10%,https://www.geeksforgeeks.org/problems/check-tree-traversal--141628/1
Tree,Hard,Corona Vaccine,,60.23%,https://www.geeksforgeeks.org/problems/corona-vaccine--141631/1
Tree,Hard,Minimum Darkness,,25.80%,https://www.geeksforgeeks.org/problems/minimum-darkness/1
Tree,Hard,Ancestor Queries on a Tree,,62.50%,https://www.geeksforgeeks.org/problems/ancestor-queries-on-a-tree/1
