category,difficulty,title,company_tags,accuracy,url
Sqrt Decomposition,Medium,Sort Numbers in Limited Range,,59.78%,https://www.geeksforgeeks.org/problems/efficiently-sorting-number-from-0-to-n2-15444/1
Sqrt Decomposition,Hard,Range Queries for At Least K Frequent,,21.02%,https://www.geeksforgeeks.org/problems/interesting-queries4742/1
