category,difficulty,title,company_tags,accuracy,url
Matrix,Basic,Sort a Matrix,"Amazon, FactSet",63.49%,https://www.geeksforgeeks.org/problems/sorted-matrix2333/1
Matrix,Basic,Sum of Matrix,Zoho,74.50%,https://www.geeksforgeeks.org/problems/sum-of-elements-in-a-matrix2000/1
Matrix,Basic,Diagonal Sum in Matrix,,52.31%,https://www.geeksforgeeks.org/problems/diagonal-sum0158/1
Matrix,Basic,Multiply Two Matrices,Paytm,46.94%,https://www.geeksforgeeks.org/problems/multiply-matrices/1
Matrix,Basic,Add of 2 Square Matrices,,61.66%,https://www.geeksforgeeks.org/problems/addition-of-two-square-matrices4916/1
Matrix,Basic,Sums of i-th row and i-th column,,33.96%,https://www.geeksforgeeks.org/problems/sums-of-i-th-row-and-i-th-column3054/1
Matrix,Basic,Check Identical Matrices,,51.34%,https://www.geeksforgeeks.org/problems/identical-matrices1042/1
Matrix,Basic,Squares in a Matrix,Junglee Games,34.59%,https://www.geeksforgeeks.org/problems/squares-in-a-matrix5716/1
Matrix,Basic,Count Sorted Rows,Samsung,46.80%,https://www.geeksforgeeks.org/problems/count-sorted-rows2702/1
Matrix,Basic,Swapping Triangles in Matrix,,73.00%,https://www.geeksforgeeks.org/problems/swapping-triangles5209/1
Matrix,Easy,Transpose of Matrix,"Bloomberg, InfoEdge, MakeMyTrip, +1",66.50%,https://www.geeksforgeeks.org/problems/transpose-of-matrix-1587115621/1
Matrix,Easy,Matrix Boundary Traversal,,35.32%,https://www.geeksforgeeks.org/problems/boundary-traversal-of-matrix-1587115620/1
Matrix,Easy,Matrix Snake Pattern,,68.08%,https://www.geeksforgeeks.org/problems/print-matrix-in-snake-pattern-1587115621/1
Matrix,Easy,Row with Minimum 1s,Amazon,25.00%,https://www.geeksforgeeks.org/problems/row-with-minimum-number-of-1s5430/1
Matrix,Easy,Print Diagonally,"Amazon, Microsoft",66.11%,https://www.geeksforgeeks.org/problems/print-diagonally4331/1
Matrix,Easy,Column with Max 0s,,43.32%,https://www.geeksforgeeks.org/problems/predict-the-column/1
Matrix,Easy,Sum of upper and lower triangles,,71.00%,https://www.geeksforgeeks.org/problems/sum-of-upper-and-lower-triangles-1587115621/1
Matrix,Easy,Summed Matrix,,46.76%,https://www.geeksforgeeks.org/problems/summed-matrix5834/1
Matrix,Easy,Toeplitz Matrix,,49.05%,https://www.geeksforgeeks.org/problems/toeplitz-matrix/1
Matrix,Easy,Search in a row-wise sorted matrix,,51.77%,https://www.geeksforgeeks.org/problems/search-in-a-row-wise-sorted-matrix/1
Matrix,Easy,Count 1s Surrounded by Even 0s,,54.02%,https://www.geeksforgeeks.org/problems/surround-the-1s2505/1
Matrix,Easy,Coverage of all Zeros in a Binary Matrix,,55.68%,https://www.geeksforgeeks.org/problems/coverage-of-all-zeros-in-a-binary-matrix4024/1
Matrix,Easy,Letters Collection,,64.76%,https://www.geeksforgeeks.org/problems/c-letters-collection4552/1
Matrix,Easy,Trace Path,,50.66%,https://www.geeksforgeeks.org/problems/trace-path3840/1
Matrix,Easy,Row or Column Palindrome,,55.18%,https://www.geeksforgeeks.org/problems/the-palindrome-pattern3900/1
Matrix,Easy,Process Zeros and Neighbors in Grid,,43.14%,https://www.geeksforgeeks.org/problems/make-zeroes4042/1
Matrix,Easy,Reversing the columns of a Matrix,,66.66%,https://www.geeksforgeeks.org/problems/reversing-the-columns-of-a-matrix-1587115621/1
Matrix,Easy,Reverse Order of Rows of a Matrix,,67.16%,https://www.geeksforgeeks.org/problems/reversing-the-rows-of-a-matrix-1587115621/1
Matrix,Easy,Min Swaps in a Grid to Make Adjacent Different,,48.42%,https://www.geeksforgeeks.org/problems/distributing-question-papers2513/1
Matrix,Easy,Row Sum in a Matrix,,66.44%,https://www.geeksforgeeks.org/problems/row-sum-in-a-matrix/1
Matrix,Easy,Column Sum in a Matrix,,52.71%,https://www.geeksforgeeks.org/problems/column-sum-in-a-matrix/1
Matrix,Easy,Swap diagonals,,77.74%,https://www.geeksforgeeks.org/problems/swap-major-and-minor-diagonals-of-a-square-matrix/1
Matrix,Easy,Minimum Moves to Type a String,Accolite,31.52%,https://www.geeksforgeeks.org/problems/primitive-typing5427/1
Matrix,Easy,Middle swap,,88.13%,https://www.geeksforgeeks.org/problems/middle-swap/1
Matrix,Easy,Perimeter of Shapes in Binary Matrix,,56.55%,https://www.geeksforgeeks.org/problems/find-perimeter-of-shapes/1
Matrix,Easy,Create a 3D Array from a List of Lists,,21.60%,https://www.geeksforgeeks.org/problems/create-a-3d-array-from-a-list-of-lists/1
Matrix,Easy,Kronecker Product,,54.93%,https://www.geeksforgeeks.org/problems/kronecker-product0918/1
Matrix,Easy,Transpose of a Matrix,,78.58%,https://www.geeksforgeeks.org/problems/transpose-of-a-matrix/1
Matrix,Easy,Diagonal in a 2D Numpy Array,,78.59%,https://www.geeksforgeeks.org/problems/find-diagonal-elements-in-a-2d-numpy-array/1
Matrix,Easy,Matrix Multiplication,,72.89%,https://www.geeksforgeeks.org/problems/matrix-multiplication--132654/1
