category,difficulty,title,company_tags,accuracy,url
Mathematics,Basic,Factorial,"FactSet, MAQ Software, Morgan Stanley, +2",40.58%,https://www.geeksforgeeks.org/problems/factorial5739/1
Mathematics,Basic,Quadratic Equation Roots,,12.78%,https://www.geeksforgeeks.org/problems/quadratic-equation-roots/1
Mathematics,Basic,Addition of Two Numbers,,84.19%,https://www.geeksforgeeks.org/problems/arithmetic-operators/1
Mathematics,Basic,LCM And GCD,SAP Labs,37.02%,https://www.geeksforgeeks.org/problems/lcm-and-gcd4516/1
Mathematics,Basic,GCD of two numbers,"Accenture, TCS",51.03%,https://www.geeksforgeeks.org/problems/gcd-of-two-numbers3459/1
Mathematics,Basic,Sum of Natural Number Cubes,,23.17%,https://www.geeksforgeeks.org/problems/sum-of-first-n-terms5843/1
Mathematics,Basic,Median of an Array,"Accolite, Amazon, FactSet, +1",44.57%,https://www.geeksforgeeks.org/problems/find-the-median0527/1
Mathematics,Basic,Count Perfect Squares,"Accolite, Ola Cabs, Snapdeal",41.44%,https://www.geeksforgeeks.org/problems/count-squares3649/1
Mathematics,Basic,Closest to n and Divisible by m,Microsoft,15.77%,https://www.geeksforgeeks.org/problems/closest-number5728/1
Mathematics,Basic,Reverse Digits,MAQ Software,46.92%,https://www.geeksforgeeks.org/problems/reverse-digit0316/1
Mathematics,Basic,Greatest of three numbers,,48.72%,https://www.geeksforgeeks.org/problems/greatest-of-three-numbers2520/1
Mathematics,Basic,Middle of Three,,54.80%,https://www.geeksforgeeks.org/problems/middle-of-three2926/1
Mathematics,Basic,Convert Celsius To Fahrenheit,,82.57%,https://www.geeksforgeeks.org/problems/convert-celsius-to-fahrenheit/1
Mathematics,Basic,Check for Power,"Zoho, SAP Labs",34.59%,https://www.geeksforgeeks.org/problems/check-if-a-number-is-power-of-another-number5442/1
Mathematics,Basic,Absolute Value,,86.17%,https://www.geeksforgeeks.org/problems/absolute-value/1
Mathematics,Basic,Palindrome Digit Sum,Snapdeal,45.75%,https://www.geeksforgeeks.org/problems/sum-of-digit-is-pallindrome-or-not2751/1
Mathematics,Basic,Series AP,,59.24%,https://www.geeksforgeeks.org/problems/ap-term--150919/1
Mathematics,Basic,Mean or Average of an Array,,70.83%,https://www.geeksforgeeks.org/problems/mean0021/1
Mathematics,Basic,Addition Under Modulo,,65.19%,https://www.geeksforgeeks.org/problems/addition-under-modulo/1
Mathematics,Basic,Sum Palindrome,Zoho,19.13%,https://www.geeksforgeeks.org/problems/sum-palindrome3857/1
Mathematics,Basic,GCD of Array,"Wipro, SAP Labs",38.32%,https://www.geeksforgeeks.org/problems/gcd-of-array0614/1
Mathematics,Basic,Opposite Side of Dice,,73.72%,https://www.geeksforgeeks.org/problems/the-dice-problem2316/1
Mathematics,Basic,Floyd's triangle,,53.41%,https://www.geeksforgeeks.org/problems/floyds-triangle1222/1
Mathematics,Basic,Print the Kth Digit,Flipkart,38.65%,https://www.geeksforgeeks.org/problems/print-the-kth-digit3520/1
Mathematics,Basic,Sum of AP series,,31.98%,https://www.geeksforgeeks.org/problems/sum-of-ap-series4512/1
Mathematics,Basic,nPr,,35.25%,https://www.geeksforgeeks.org/problems/npr4253/1
Mathematics,Basic,Simple Interest,,42.24%,https://www.geeksforgeeks.org/problems/simple-interest3457/1
Mathematics,Basic,Strong Numbers,,52.24%,https://www.geeksforgeeks.org/problems/strong-numbers4336/1
Mathematics,Basic,Smallest Divisible by 1 to n,,49.12%,https://www.geeksforgeeks.org/problems/smallest-divisible-number/1
