category,difficulty,title,company_tags,accuracy,url
Disjoint Set,Medium,Job Sequencing Problem,"Accolite, Flipkart, Microsoft, +1",34.51%,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1
Disjoint Set,Medium,Detect Cycle using DSU,,48.37%,https://www.geeksforgeeks.org/problems/detect-cycle-using-dsu/1
Disjoint Set,Medium,Most Isolated City,,49.12%,https://www.geeksforgeeks.org/problems/city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/1
Disjoint Set,Medium,Min Edge Movements to Connect a Graph,,52.79%,https://www.geeksforgeeks.org/problems/connecting-the-graph/1
Disjoint Set,Medium,Minimum Spanning Tree - Kruskal's Algorithm,"Amazon, Cisco, Flipkart, +2",53.20%,https://www.geeksforgeeks.org/problems/minimum-spanning-tree-kruskals-algorithm/1
Disjoint Set,Medium,Minimum Operations to Connect Hospitals,"Amazon, IBM, Intuit, +2",57.25%,https://www.geeksforgeeks.org/problems/minimize-connections/1
Disjoint Set,Medium,Second Best Minimum Spanning Tree,,51.75%,https://www.geeksforgeeks.org/problems/second-best-minimum-spanning-tree/1
Disjoint Set,Hard,Avoid Explosion,,60.04%,https://www.geeksforgeeks.org/problems/avoid-explosion--170647/1
Disjoint Set,Hard,Count Pairs from Two Sets,,46.57%,https://www.geeksforgeeks.org/problems/number-of-pairs-1645358985/1
